_id,name,province,city,district,phones,month_sales,min_price,delivery_fee_tips,delivery_time,opening_hours,recommend_reasons,updated
630dde4db1742fcbf7552a68,披萨大王（沙井店）,广东省,深圳市,宝安区,13662565095;0755-27804557,37,20.0,配送¥0.1,40,周一至周日 10:00-21:30,第二次买了，很好吃,2022-08-30 17:54:21
630dde54b1742fcbf7552a69,绿汀轻食·减脂餐·三明治(沙井中心店),广东省,深圳市,宝安区,17512014410,10099,20.0,满30免配送费,41,周一至周日 10:00-20:30,"味道不错,分量刚刚好",2022-08-30 17:54:28
630dde5ab1742fcbf7552a6a,尊宝比萨(沙井上星店),广东省,深圳市,宝安区,075527417112,100099,25.0,配送¥1,49,周一至周日 09:10-22:00,依旧好吃好吃…披萨还得是大黄象嘿嘿,2022-08-30 17:54:34
630dde61b1742fcbf7552a6b,艾麦基·炸鸡汉堡,广东省,深圳市,宝安区,18814303009,90099,16.0,免配送费,40,周一至周日 10:00-次日03:50,"味道很好哦,分量依然很足",2022-08-30 17:54:41
630dde68b1742fcbf7552a6c,华莱士·全鸡汉堡(沙井车站店),广东省,深圳市,宝安区,0755-27095200;17875862060,70099,20.0,免配送费,40,周一至周日 09:00-次日05:00,"不错,好吃,元气满满的一天",2022-08-30 17:54:48
630dde6eb1742fcbf7552a6d,波客派炸鸡汉堡(厚德店),广东省,深圳市,宝安区,13923418017,100099,20.0,免配送费,40,周一至周日 09:00-次日04:55,劲爆六件套包装好味道好,2022-08-30 17:54:54
630dde74b1742fcbf7552a6e,至尊比萨(沙井好万年店),广东省,深圳市,宝安区,18926406462,10099,20.0,配送¥3.2,40,周一至周日 10:00-次日01:00,热情掌柜,2022-08-30 17:55:00
630dde7db1742fcbf7552a6f,柠茶-小吃-薯条-汉堡(上星店),广东省,深圳市,宝安区,13724374254;16625183870,95,20.0,免配送费,43,周一至周日 14:00-次日05:00,"奶茶味道不错,很好喝",2022-08-30 17:55:09
630dde82b1742fcbf7552a70,尊宝比萨(沙井庄村店),广东省,深圳市,宝安区,075523004162,60099,25.0,配送¥1,39,周一至周日 09:10-22:00,"味道刚好,小吃挺好吃的",2022-08-30 17:55:14
630dde89b1742fcbf7552a71,澳门阿叔猪扒包(沙井老天虹店),广东省,深圳市,宝安区,18481855519,40099,20.0,免配送费,48,周一至周日 10:00-次日01:50,"一直点这家的烤鸡半只,不错",2022-08-30 17:55:21
630dde90b1742fcbf7552a72,华莱士·全鸡汉堡(沙井义乌店),广东省,深圳市,宝安区,0755-29474620,50099,20.0,免配送费,40,周一至周日 09:00-次日05:00,"非常好吃,性价比高,包装仔细",2022-08-30 17:55:28
630dde96b1742fcbf7552a73,正新鸡排·炸鸡烧烤(沙井老天虹店),广东省,深圳市,宝安区,13510150387,20099,20.0,配送¥0.7,40,周一至周日 10:50-次日02:30,正新鸡排超大派冰镇气泡水饮品,2022-08-30 17:55:34
630dde9cb1742fcbf7552a74,琴海涛茶饮の汉堡(宝安店),广东省,深圳市,宝安区,18938878045,10,20.0,配送¥3.2,40,周一至周日 10:05-23:00,多次购买，值得推荐,2022-08-30 17:55:40
