川湘菜/盖浇饭,1050
排骨饭/其他快餐,1051
滋补炖汤,1052
炸鸡炸串/鸡架,1053
其他小吃,1054
面包/中西糕点,1055
日式烧烤,1056
泰国菜,1057
汉堡薯条,1058
小火锅,1059
其他甜品饮品/滋补炖汤,1060
甜品,1061
甜品,1062
甜品/甜品,1063
咖啡,1064
蛋糕,1065
咖啡,1066
蛋糕,1067
其他快餐,1068
章鱼小丸子,1069
烧烤/川湘菜,1070
奶茶果汁,1071
烧烤/小龙虾,1072
烧烤/小龙虾,1073
小龙虾,1074
甜品/奶茶果汁,1075
麻辣烫/关东煮/其他快餐,1076
其他小吃,1077
小龙虾,1078
烧烤,1079
热干面,1080
卤味熟食/盖浇饭,1081
盖浇饭/其他快餐,1082
沙县小吃/黄焖鸡米饭,1083
鸡公煲/排骨饭,1084
川湘菜/煲仔饭,1085
黄焖鸡米饭,1086
川湘菜/其他快餐,1087
川湘菜/盖浇饭,1088
川湘菜/盖浇饭,1089
其他快餐/盖浇饭,1090
麻辣香锅/其他快餐,1091
烧腊饭,1092
卤味熟食/盖浇饭,1093
排骨饭,1094
黄焖鸡米饭/其他快餐,1095
川湘菜/其他快餐,1096
盖浇饭/其他小吃,1097
鸡公煲/其他快餐,1098
木桶饭,1099
卤味熟食/盖浇饭,1100
热干面/盖浇饭,1101
北京菜/其他快餐,1102
牛肉汤/其他快餐,1103
其他快餐,1104
川湘菜/其他快餐,1105
其他快餐,1106
咖喱饭/牛肉饭,1107
牛肉饭/煲仔饭,1108
沙县小吃/盖浇饭,1109
其他小吃/木桶饭,1110
卤味熟食/其他快餐,1111
炸鸡炸串/汉堡薯条,1112
披萨意面/其他西餐,1113
汉堡薯条/炸鸡炸串,1114
汉堡薯条/炸鸡炸串,1115
炸鸡炸串/汉堡薯条,1116
汉堡薯条/炸鸡炸串,1117
汉堡薯条/炸鸡炸串,1118
披萨意面/其他小吃,1119
沙拉/轻食/沙拉/轻食,1120
汉堡薯条/炸鸡炸串,1121
汉堡薯条/沙拉/轻食,1122
沙拉/轻食/其他西餐,1123
